STUDENT_ID,DET_Region,METRO/NON-METRO,EDUCATION SECTOR,LOCAL GOVERNMENT AREA,SEX,STUDY STRAND,SES_QUARTILE,SES quartile (student residence),Country_of_birth,LOTE SPOKEN AT HOME,DESTINATION,DESTINATION (including deferrals)
26976,South-Eastern Victoria,Non-Metropolitan,Government,East Gippsland,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26977,South-Western Victoria,Non-Metropolitan,Government,West Wimmera,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26978,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26979,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26980,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26981,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26982,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE VET,Medium,Upper-middle,Australia,No,Employed,Employed
26983,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26984,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26985,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26986,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26987,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,High,Highest,Australia,No,Employed,Employed
26988,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
26989,North-Eastern Victoria,Metropolitan,Independent,Yarra Ranges,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26990,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26991,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26992,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26993,South-Eastern Victoria,Metropolitan,Adult,Frankston,M,VCAL Only,High,Highest,Australia,Yes,Employed,Employed
26994,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26995,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
26996,North-Eastern Victoria,Non-Metropolitan,Government,Mitchell,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
26997,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
26998,South-Western Victoria,Non-Metropolitan,Government,Northern Grampians,F,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
26999,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
27000,South-Eastern Victoria,Metropolitan,Independent,Frankston,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
27001,South-Eastern Victoria,Metropolitan,Independent,Frankston,M,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27002,South-Eastern Victoria,Metropolitan,Independent,Frankston,F,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27003,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
27004,North-Western Victoria,Metropolitan,Catholic,Banyule,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27005,North-Western Victoria,Non-Metropolitan,Independent,Central Goldfields,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
27006,North-Western Victoria,Metropolitan,Government,Yarra,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
27007,South-Western Victoria,Non-Metropolitan,Government,Northern Grampians,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
27008,South-Western Victoria,Non-Metropolitan,Government,Northern Grampians,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
27009,South-Western Victoria,Non-Metropolitan,Government,Northern Grampians,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
27010,South-Eastern Victoria,Metropolitan,Government,Frankston,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27011,North-Eastern Victoria,Non-Metropolitan,Catholic,Wangaratta,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
27012,South-Eastern Victoria,Non-Metropolitan,Government,Latrobe,M,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
27013,North-Western Victoria,Non-Metropolitan,Catholic,Mildura,M,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
27014,North-Eastern Victoria,Non-Metropolitan,Adult,Greater Shepparton,F,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
27015,South-Western Victoria,Non-Metropolitan,Adult,Greater Geelong,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
27016,South-Western Victoria,Non-Metropolitan,Government,Southern Grampians,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27017,South-Eastern Victoria,Non-Metropolitan,Government,Latrobe,F,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
27018,South-Eastern Victoria,Metropolitan,Adult,Greater Dandenong,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
27019,South-Eastern Victoria,Non-Metropolitan,Adult,Latrobe,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
27020,North-Eastern Victoria,Metropolitan,Adult,Maroondah,M,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
27021,South-Western Victoria,Non-Metropolitan,Adult,Southern Grampians,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27022,North-Eastern Victoria,Non-Metropolitan,Government,Murrindindi,F,VCE non-VET,Medium,Upper-middle,Australia,No,Employed,Employed
27023,North-Eastern Victoria,Non-Metropolitan,Adult,Greater Shepparton,F,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27024,North-Eastern Victoria,Non-Metropolitan,Government,Greater Shepparton,F,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
27025,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCE VET,Lowest,Lowest,Australia,No,Employed,Employed
27026,South-Eastern Victoria,Metropolitan,Adult,Frankston,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
27027,South-Western Victoria,Non-Metropolitan,Government,Moorabool,M,VCAL Only,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27028,South-Western Victoria,Metropolitan,Adult,Melbourne,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27029,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCE non-VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27030,North-Eastern Victoria,Metropolitan,Government,Manningham,M,VCE non-VET,Medium,Upper-middle,Australia,Yes,Employed,Employed
27031,South-Western Victoria,Non-Metropolitan,Catholic,Colac-Otway,F,VCE non-VET,Lowest,Lowest,Australia,No,Employed,Employed
27032,North-Eastern Victoria,Non-Metropolitan,Government,Mitchell,F,VCE non-VET,High,Highest,Australia,No,Employed,Employed
27033,South-Eastern Victoria,Non-Metropolitan,Government,Wellington,M,VCE VET,Low - Medium,Lower-middle,Australia,No,Employed,Employed
27034,North-Eastern Victoria,Metropolitan,Adult,Maroondah,F,VCAL Only,Medium,Upper-middle,Australia,No,Employed,Employed
27035,North-Eastern Victoria,Non-Metropolitan,Adult,Wodonga,M,VCAL Only,Lowest,Lowest,Australia,No,Employed,Employed
27036,North-Eastern Victoria,Metropolitan,Adult,Whitehorse,M,VCAL Only,Lowest,Lowest,Australia,Yes,Employed,Employed
27037,North-Western Victoria,Non-Metropolitan,Government,Swan Hill,M,VCE VET,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27038,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Low - Medium,Lower-middle,Afghanistan,Yes,Employed,Employed
27039,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCE non-VET,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27040,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCAL Only,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27041,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27042,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27043,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Medium,Upper-middle,Afghanistan,Yes,Employed,Employed
27044,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCAL Only,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27045,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCE non-VET,Low - Medium,Lower-middle,Afghanistan,Yes,Employed,Employed
27046,South-Eastern Victoria,Metropolitan,Government,Casey,M,VCE non-VET,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27047,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCAL Only,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27048,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,M,VCAL Only,Lowest,Lowest,Afghanistan,Yes,Employed,Employed
27049,South-Western Victoria,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Lowest,Lowest,Vietnam,Yes,Looking for work,Looking for work
27050,South-Western Victoria,Non-Metropolitan,Government,Ballarat,M,VCE non-VET,Lowest,Lowest,Vietnam,Yes,Looking for work,Looking for work
27051,South-Eastern Victoria,Metropolitan,Adult,Kingston,M,VCAL Only,Medium,Upper-middle,Vietnam,Yes,Looking for work,Looking for work
27052,South-Eastern Victoria,Metropolitan,Government,Kingston,F,VCE non-VET,Lowest,Lowest,Vietnam,Yes,Looking for work,Looking for work
27053,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,F,VCE VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27054,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE non-VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27055,North-Western Victoria,Metropolitan,Government,Darebin,M,VCAL Only,High,Highest,Unknown,,Looking for work,Looking for work
27056,North-Western Victoria,Metropolitan,Government,Yarra,M,VCAL Only,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27057,North-Eastern Victoria,Non-Metropolitan,Government,Mitchell,F,VCAL Only,Lowest,Lowest,Unknown,,Looking for work,Looking for work
27058,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCE VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27059,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27060,North-Eastern Victoria,Metropolitan,Government,Boroondara,M,VCE non-VET,Lowest,Lowest,Unknown,,Looking for work,Looking for work
27061,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,M,VCAL Only,Low - Medium,Lower-middle,Unknown,,Looking for work,Looking for work
27062,North-Eastern Victoria,Non-Metropolitan,Government,Towong,F,VCE non-VET,Lowest,Lowest,Unknown,,Looking for work,Looking for work
27063,South-Western Victoria,Metropolitan,Government,Moonee Valley,M,VCE non-VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27064,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCE non-VET,Low - Medium,Lower-middle,Unknown,,Looking for work,Looking for work
27065,South-Eastern Victoria,Non-Metropolitan,Government,Baw Baw,M,VCAL Only,Low - Medium,Lower-middle,Unknown,,Looking for work,Looking for work
27066,North-Eastern Victoria,Metropolitan,Government,Maroondah,F,VCE non-VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27067,North-Eastern Victoria,Metropolitan,Government,Yarra Ranges,F,VCE non-VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27068,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCE non-VET,Low - Medium,Lower-middle,Unknown,,Looking for work,Looking for work
27069,North-Western Victoria,Metropolitan,Government,Hume,F,VCE VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27070,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCE non-VET,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27071,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCE non-VET,Lowest,Lowest,Unknown,,Looking for work,Looking for work
27072,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCE VET,Lowest,Lowest,Unknown,,Looking for work,Looking for work
27073,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCAL Only,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27074,South-Western Victoria,Metropolitan,Government,Moonee Valley,F,VCAL Only,Medium,Upper-middle,Unknown,,Looking for work,Looking for work
27075,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE VET,High,Highest,United States of America,No,Looking for work,Looking for work
27076,South-Western Victoria,Non-Metropolitan,Government,Greater Geelong,M,VCE non-VET,Medium,Upper-middle,United States of America,No,Looking for work,Looking for work
27077,North-Western Victoria,Non-Metropolitan,Catholic,Greater Bendigo,F,VCE non-VET,High,Highest,United Kingdom,No,Looking for work,Looking for work
27078,North-Western Victoria,Non-Metropolitan,Government,Mildura,M,VCE VET,Lowest,Lowest,United Kingdom,No,Looking for work,Looking for work
27079,North-Eastern Victoria,Metropolitan,Catholic,Yarra Ranges,F,VCE VET,Medium,Upper-middle,United Kingdom,No,Looking for work,Looking for work
27080,South-Eastern Victoria,Metropolitan,Government,Frankston,F,VCAL Only,High,Highest,United Kingdom,No,Looking for work,Looking for work
27081,South-Western Victoria,Non-Metropolitan,Independent,Moorabool,F,VCE VET,Lowest,Lowest,United Kingdom,No,Looking for work,Looking for work
27082,South-Eastern Victoria,Metropolitan,Government,Casey,F,VCAL Only,Medium,Upper-middle,United Kingdom,No,Looking for work,Looking for work
27083,North-Eastern Victoria,Metropolitan,Government,Maroondah,M,VCE non-VET,Medium,Upper-middle,United Kingdom,No,Looking for work,Looking for work
27084,South-Eastern Victoria,Metropolitan,Catholic,Kingston,F,VCE non-VET,Low - Medium,Lower-middle,United Kingdom,No,Looking for work,Looking for work
27085,South-Eastern Victoria,Metropolitan,Independent,Mornington Peninsula,M,VCE non-VET,High,Highest,United Kingdom,No,Looking for work,Looking for work
27086,North-Western Victoria,Metropolitan,Independent,Hume,F,VCE non-VET,Low - Medium,Lower-middle,Turkey,Yes,Looking for work,Looking for work
27087,South-Eastern Victoria,Metropolitan,Government,Mornington Peninsula,F,VCAL Only,Medium,Upper-middle,Turkey,Yes,Looking for work,Looking for work
27088,North-Western Victoria,Non-Metropolitan,Government,Swan Hill,M,VCE non-VET,Lowest,Lowest,Thailand,Yes,Looking for work,Looking for work
27089,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE non-VET,Medium,Upper-middle,Thailand,No,Looking for work,Looking for work
27090,South-Eastern Victoria,Metropolitan,Government,Greater Dandenong,F,VCAL Only,Lowest,Lowest,Thailand,Yes,Looking for work,Looking for work
27091,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,Low - Medium,Lower-middle,Thailand,Yes,Looking for work,Looking for work
27092,South-Eastern Victoria,Metropolitan,Catholic,Cardinia,M,VCAL Only,Low - Medium,Lower-middle,Sudan,Yes,Looking for work,Looking for work
27093,South-Western Victoria,Metropolitan,Catholic,Brimbank,F,VCE VET,Lowest,Lowest,Sudan,Yes,Looking for work,Looking for work
27094,South-Eastern Victoria,Non-Metropolitan,Government,Latrobe,M,VCE non-VET,Low - Medium,Lower-middle,Sudan,Yes,Looking for work,Looking for work
27095,South-Western Victoria,Non-Metropolitan,Independent,Ballarat,F,VCAL Only,Lowest,Lowest,Sudan,Yes,Looking for work,Looking for work
27096,North-Western Victoria,Metropolitan,Catholic,Yarra,M,VCE non-VET,Lowest,Lowest,Sudan,Yes,Looking for work,Looking for work
27097,South-Western Victoria,Metropolitan,Government,Brimbank,M,VCAL Only,Lowest,Lowest,Sudan,Yes,Looking for work,Looking for work
27098,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCAL Only,Low - Medium,Lower-middle,Sudan,No,Looking for work,Looking for work
27099,South-Western Victoria,Metropolitan,Government,Wyndham,M,VCE non-VET,Low - Medium,Lower-middle,Sudan,Yes,Looking for work,Looking for work
27100,North-Eastern Victoria,Metropolitan,Catholic,Monash,M,VCE non-VET,Medium,Upper-middle,Sri Lanka,Yes,Looking for work,Looking for work
27101,North-Western Victoria,Metropolitan,Government,Whittlesea,M,VCE non-VET,Medium,Upper-middle,South Africa,Yes,Looking for work,Looking for work
27102,South-Eastern Victoria,Metropolitan,Government,Kingston,M,VCE non-VET,High,Highest,South Africa,Yes,Looking for work,Looking for work
27103,North-Western Victoria,Metropolitan,Government,Hume,F,VCE non-VET,Lowest,Lowest,Somalia,Yes,Looking for work,Looking for work
27104,North-Eastern Victoria,Metropolitan,Government,Knox,F,VCE non-VET,High,Highest,Singapore,Yes,Looking for work,Looking for work
27105,South-Eastern Victoria,Metropolitan,Government,Kingston,F,VCE non-VET,Medium,Upper-middle,Singapore,Yes,Looking for work,Looking for work
27106,South-Eastern Victoria,Non-Metropolitan,Government,Latrobe,M,VCAL Only,Lowest,Lowest,Refused,Prefer not to say,Looking for work,Looking for work
27107,North-Western Victoria,Metropolitan,Government,Hume,M,VCAL Only,Low - Medium,Lower-middle,Refused,Yes,Looking for work,Looking for work
27108,South-Eastern Victoria,Metropolitan,Adult,Greater Dandenong,M,VCAL Only,Medium,Upper-middle,Refused,No,Looking for work,Looking for work
